loggers.Event{id=-1608773753, msg='Some event for user 3 - You are nothing know!', date=Tue May 17 17:20:52 IDT 2016, df=java.text.SimpleDateFormat@7945516e, df1='java.text.SimpleDateFormat@7945516e'}
loggers.Event{id=992017183, msg='Some event for user 6 - You are nothing know!', date=Tue May 17 20:12:37 IDT 2016, df=java.text.SimpleDateFormat@7945516e, df1='java.text.SimpleDateFormat@7945516e'}
loggers.Event{id=-1726485963, msg='Some event for user John Snow - You are nothing know!', date=Tue May 17 20:12:37 IDT 2016, df=java.text.SimpleDateFormat@7945516e, df1='java.text.SimpleDateFormat@7945516e'}
loggers.Event{id=-152442019, msg='Some event for user 4 - You are nothing know!', date=Tue May 17 20:12:37 IDT 2016, df=java.text.SimpleDateFormat@7945516e, df1='java.text.SimpleDateFormat@7945516e'}
loggers.Event{id=819692135, msg='Some event for user 3 - You are nothing know!', date=Thu May 19 14:47:50 IDT 2016, df=java.text.SimpleDateFormat@7945516e, df1='java.text.SimpleDateFormat@7945516e'}
loggers.Event{id=-1450776057, msg='Some event for user 6 - You are nothing know!', date=Thu May 19 14:47:50 IDT 2016, df=java.text.SimpleDateFormat@7945516e, df1='java.text.SimpleDateFormat@7945516e'}
loggers.Event{id=1652971075, msg='Some event for user John Snow - You are nothing know!', date=Thu May 19 14:47:50 IDT 2016, df=java.text.SimpleDateFormat@7945516e, df1='java.text.SimpleDateFormat@7945516e'}
loggers.Event{id=-1151057320, msg='Some event for user 4 - You are nothing know!', date=Thu May 19 14:47:50 IDT 2016, df=java.text.SimpleDateFormat@7945516e, df1='java.text.SimpleDateFormat@7945516e'}
loggers.Event{id=-1853203377, msg='Some event for user 3 - You are nothing know!', date=Thu May 19 14:49:14 IDT 2016, df=java.text.SimpleDateFormat@7945516e, df1='java.text.SimpleDateFormat@7945516e'}
loggers.Event{id=-247191514, msg='Some event for user 6 - You are nothing know!', date=Thu May 19 14:49:14 IDT 2016, df=java.text.SimpleDateFormat@7945516e, df1='java.text.SimpleDateFormat@7945516e'}
loggers.Event{id=396675338, msg='Some event for user John Snow - You are nothing know!', date=Thu May 19 14:49:13 IDT 2016, df=java.text.SimpleDateFormat@7945516e, df1='java.text.SimpleDateFormat@7945516e'}
loggers.Event{id=1807942486, msg='Some event for user 4 - You are nothing know!', date=Thu May 19 14:49:14 IDT 2016, df=java.text.SimpleDateFormat@7945516e, df1='java.text.SimpleDateFormat@7945516e'}
loggers.Event{id=440125724, msg='Some event for user 3 - You are nothing know!', date=Thu May 19 18:07:05 IDT 2016, df=java.text.SimpleDateFormat@7945516e, df1='java.text.SimpleDateFormat@7945516e'}
loggers.Event{id=-1765920053, msg='Some event for user 6 - You are nothing know!', date=Thu May 19 18:07:05 IDT 2016, df=java.text.SimpleDateFormat@7945516e, df1='java.text.SimpleDateFormat@7945516e'}
loggers.Event{id=2057026569, msg='Some event for user John Snow - You are nothing know!', date=Thu May 19 18:07:04 IDT 2016, df=java.text.SimpleDateFormat@7945516e, df1='java.text.SimpleDateFormat@7945516e'}
loggers.Event{id=-1883953777, msg='Some event for user 4 - You are nothing know!', date=Thu May 19 18:07:05 IDT 2016, df=java.text.SimpleDateFormat@7945516e, df1='java.text.SimpleDateFormat@7945516e'}
loggers.Event{id=149876321, msg='Some event for user 3 - You are nothing know!', date=Thu May 19 18:18:43 IDT 2016, df=java.text.SimpleDateFormat@7945516e, df1='java.text.SimpleDateFormat@7945516e'}
loggers.Event{id=-321505869, msg='Some event for user 6 - You are nothing know!', date=Thu May 19 18:18:44 IDT 2016, df=java.text.SimpleDateFormat@7945516e, df1='java.text.SimpleDateFormat@7945516e'}
loggers.Event{id=745612596, msg='Some event for user John Snow - You are nothing know!', date=Thu May 19 18:18:43 IDT 2016, df=java.text.SimpleDateFormat@7945516e, df1='java.text.SimpleDateFormat@7945516e'}
loggers.Event{id=359120877, msg='Some event for user 4 - You are nothing know!', date=Thu May 19 18:18:44 IDT 2016, df=java.text.SimpleDateFormat@7945516e, df1='java.text.SimpleDateFormat@7945516e'}
loggers.Event{id=-1223229846, msg='Some event for user 3 - You are nothing know!', date=Thu May 19 18:21:48 IDT 2016, df=java.text.SimpleDateFormat@7945516e, df1='java.text.SimpleDateFormat@7945516e'}
loggers.Event{id=1107630891, msg='Some event for user 6 - You are nothing know!', date=Thu May 19 18:21:48 IDT 2016, df=java.text.SimpleDateFormat@7945516e, df1='java.text.SimpleDateFormat@7945516e'}
loggers.Event{id=-1296288544, msg='Some event for user John Snow - You are nothing know!', date=Thu May 19 18:21:48 IDT 2016, df=java.text.SimpleDateFormat@7945516e, df1='java.text.SimpleDateFormat@7945516e'}
loggers.Event{id=2107864410, msg='Some event for user 4 - You are nothing know!', date=Thu May 19 18:21:48 IDT 2016, df=java.text.SimpleDateFormat@7945516e, df1='java.text.SimpleDateFormat@7945516e'}
loggers.Event{id=870159488, msg='Some event for user 3 - You are nothing know!', date=Thu May 19 18:22:25 IDT 2016, df=java.text.SimpleDateFormat@7945516e, df1='java.text.SimpleDateFormat@7945516e'}
loggers.Event{id=932274829, msg='Some event for user 6 - You are nothing know!', date=Thu May 19 18:22:26 IDT 2016, df=java.text.SimpleDateFormat@7945516e, df1='java.text.SimpleDateFormat@7945516e'}
loggers.Event{id=-672662737, msg='Some event for user John Snow - You are nothing know!', date=Thu May 19 18:22:25 IDT 2016, df=java.text.SimpleDateFormat@7945516e, df1='java.text.SimpleDateFormat@7945516e'}
loggers.Event{id=633407345, msg='Some event for user 4 - You are nothing know!', date=Thu May 19 18:22:25 IDT 2016, df=java.text.SimpleDateFormat@7945516e, df1='java.text.SimpleDateFormat@7945516e'}
loggers.Event{id=109448297, msg='Some event for user 3 - You are nothing know!', date=Thu May 19 18:31:59 IDT 2016, df=java.text.SimpleDateFormat@7945516e, df1='java.text.SimpleDateFormat@7945516e'}
loggers.Event{id=-920001901, msg='Some event for user 6 - You are nothing know!', date=Thu May 19 18:32:00 IDT 2016, df=java.text.SimpleDateFormat@7945516e, df1='java.text.SimpleDateFormat@7945516e'}
loggers.Event{id=-1212008081, msg='Some event for user John Snow - You are nothing know!', date=Thu May 19 18:31:59 IDT 2016, df=java.text.SimpleDateFormat@7945516e, df1='java.text.SimpleDateFormat@7945516e'}
loggers.Event{id=1850164489, msg='Some event for user 4 - You are nothing know!', date=Thu May 19 18:32:00 IDT 2016, df=java.text.SimpleDateFormat@7945516e, df1='java.text.SimpleDateFormat@7945516e'}
loggers.Event{id=825941528, msg='Some event for user 3 - You are nothing know!', date=Thu May 19 18:32:26 IDT 2016, df=java.text.SimpleDateFormat@7945516e, df1='null'}
loggers.Event{id=1921930436, msg='Some event for user 6 - You are nothing know!', date=Thu May 19 18:32:27 IDT 2016, df=java.text.SimpleDateFormat@7945516e, df1='null'}
loggers.Event{id=1224841349, msg='Some event for user John Snow - You are nothing know!', date=Thu May 19 18:32:26 IDT 2016, df=java.text.SimpleDateFormat@7945516e, df1='null'}
loggers.Event{id=598455870, msg='Some event for user 4 - You are nothing know!', date=Thu May 19 18:32:26 IDT 2016, df=java.text.SimpleDateFormat@7945516e, df1='null'}
loggers.Event{id=1403192317, msg='Some event for user 3 - You are nothing know!', date=Thu May 19 18:34:29 IDT 2016, df=java.text.SimpleDateFormat@7945516e, df1='null'}
loggers.Event{id=-508512050, msg='Some event for user 6 - You are nothing know!', date=Thu May 19 18:34:30 IDT 2016, df=java.text.SimpleDateFormat@7945516e, df1='null'}
loggers.Event{id=-1719675164, msg='Some event for user John Snow - You are nothing know!', date=Thu May 19 18:34:29 IDT 2016, df=java.text.SimpleDateFormat@7945516e, df1='null'}
loggers.Event{id=-754166787, msg='Some event for user 4 - You are nothing know!', date=Thu May 19 18:34:29 IDT 2016, df=java.text.SimpleDateFormat@7945516e, df1='null'}
loggers.Event{id=-479766845, msg='Some event for user 3 - You are nothing know!', date=Thu May 19 18:41:28 IDT 2016, df=java.text.SimpleDateFormat@7945516e, df1='null'}
loggers.Event{id=-2042378616, msg='Some event for user 6 - You are nothing know!', date=Thu May 19 18:41:29 IDT 2016, df=java.text.SimpleDateFormat@7945516e, df1='null'}
loggers.Event{id=-302718862, msg='Some event for user John Snow - You are nothing know!', date=Thu May 19 18:41:28 IDT 2016, df=java.text.SimpleDateFormat@7945516e, df1='null'}
loggers.Event{id=-1869532679, msg='Some event for user 4 - You are nothing know!', date=Thu May 19 18:41:29 IDT 2016, df=java.text.SimpleDateFormat@7945516e, df1='null'}
loggers.Event{id=200083236, msg='Some event for user 3 - You are nothing know!', date=Thu May 19 18:45:14 IDT 2016, df=java.text.SimpleDateFormat@7945516e, df1='null'}
loggers.Event{id=1195599452, msg='Some event for user 6 - You are nothing know!', date=Thu May 19 18:45:14 IDT 2016, df=java.text.SimpleDateFormat@7945516e, df1='null'}
loggers.Event{id=1428170918, msg='Some event for user John Snow - You are nothing know!', date=Thu May 19 18:45:14 IDT 2016, df=java.text.SimpleDateFormat@7945516e, df1='null'}
loggers.Event{id=1258260258, msg='Some event for user 4 - You are nothing know!', date=Thu May 19 18:45:14 IDT 2016, df=java.text.SimpleDateFormat@7945516e, df1='null'}
loggers.Event{id=-206871073, msg='Some event for user 3 - You are nothing know!', date=Thu May 19 18:45:26 IDT 2016, df=java.text.SimpleDateFormat@7945516e, df1='null'}
loggers.Event{id=-1212079499, msg='Some event for user 6 - You are nothing know!', date=Thu May 19 18:45:27 IDT 2016, df=java.text.SimpleDateFormat@7945516e, df1='null'}
loggers.Event{id=99545237, msg='Some event for user John Snow - You are nothing know!', date=Thu May 19 18:45:26 IDT 2016, df=java.text.SimpleDateFormat@7945516e, df1='null'}
loggers.Event{id=550947342, msg='Some event for user 4 - You are nothing know!', date=Thu May 19 18:45:27 IDT 2016, df=java.text.SimpleDateFormat@7945516e, df1='null'}
loggers.Event{id=461090653, msg='Some event for user 3 - You are nothing know!', date=Thu May 19 18:45:42 IDT 2016, df=java.text.SimpleDateFormat@7945516e, df1='null'}
loggers.Event{id=-631825366, msg='Some event for user 6 - You are nothing know!', date=Thu May 19 18:45:42 IDT 2016, df=java.text.SimpleDateFormat@7945516e, df1='null'}
loggers.Event{id=-932433243, msg='Some event for user John Snow - You are nothing know!', date=Thu May 19 18:45:42 IDT 2016, df=java.text.SimpleDateFormat@7945516e, df1='null'}
loggers.Event{id=426732661, msg='Some event for user 4 - You are nothing know!', date=Thu May 19 18:45:42 IDT 2016, df=java.text.SimpleDateFormat@7945516e, df1='null'}
loggers.Event{id=379668878, msg='Some event for user 3 - You are nothing know!', date=Thu May 19 18:46:28 IDT 2016, df=java.text.SimpleDateFormat@7945516e, df1='null'}
loggers.Event{id=1505485636, msg='Some event for user 6 - You are nothing know!', date=Thu May 19 18:46:28 IDT 2016, df=java.text.SimpleDateFormat@7945516e, df1='null'}
loggers.Event{id=-23275153, msg='Some event for user John Snow - You are nothing know!', date=Thu May 19 18:46:28 IDT 2016, df=java.text.SimpleDateFormat@7945516e, df1='null'}
loggers.Event{id=-390544403, msg='Some event for user 4 - You are nothing know!', date=Thu May 19 18:46:28 IDT 2016, df=java.text.SimpleDateFormat@7945516e, df1='null'}
loggers.Event{id=-1271270321, msg='Some event for user 3 - You are nothing know!', date=Thu May 19 19:03:00 IDT 2016, df=java.text.SimpleDateFormat@7945516e, df1='null'}
loggers.Event{id=1553698283, msg='Some event for user 6 - You are nothing know!', date=Thu May 19 19:03:00 IDT 2016, df=java.text.SimpleDateFormat@7945516e, df1='null'}
loggers.Event{id=1057317122, msg='Some event for user John Snow - You are nothing know!', date=Thu May 19 19:03:00 IDT 2016, df=java.text.SimpleDateFormat@7945516e, df1='null'}
loggers.Event{id=291725739, msg='Some event for user 4 - You are nothing know!', date=Thu May 19 19:03:00 IDT 2016, df=java.text.SimpleDateFormat@7945516e, df1='null'}
loggers.Event{id=645998823, msg='Some event for user 3 - You are nothing know!', date=Thu May 19 19:12:00 IDT 2016, df=java.text.SimpleDateFormat@7945516e, df1='null'}
loggers.Event{id=1605870431, msg='Some event for user 6 - You are nothing know!', date=Thu May 19 19:12:01 IDT 2016, df=java.text.SimpleDateFormat@7945516e, df1='null'}
loggers.Event{id=-884118698, msg='Some event for user John Snow - You are nothing know!', date=Thu May 19 19:12:00 IDT 2016, df=java.text.SimpleDateFormat@7945516e, df1='null'}
loggers.Event{id=218141610, msg='Some event for user 4 - You are nothing know!', date=Thu May 19 19:12:01 IDT 2016, df=java.text.SimpleDateFormat@7945516e, df1='null'}
loggers.Event{id=-2060413319, msg='Some event for user 3 - You are nothing know!', date=Thu May 19 21:32:20 IDT 2016, df=java.text.SimpleDateFormat@7945516e, df1='java.text.SimpleDateFormat@7945516e'}
loggers.Event{id=2138378225, msg='Some event for user 6 - You are nothing know!', date=Thu May 19 21:32:21 IDT 2016, df=java.text.SimpleDateFormat@7945516e, df1='java.text.SimpleDateFormat@7945516e'}
loggers.Event{id=-1776040943, msg='Some event for user John Snow - You are nothing know!', date=Thu May 19 21:32:20 IDT 2016, df=java.text.SimpleDateFormat@7945516e, df1='java.text.SimpleDateFormat@7945516e'}
loggers.Event{id=-395498373, msg='Some event for user 4 - You are nothing know!', date=Thu May 19 21:32:21 IDT 2016, df=java.text.SimpleDateFormat@7945516e, df1='java.text.SimpleDateFormat@7945516e'}
loggers.Event{id=55851793, msg='Some event for user 3 - You are nothing know!', date=Thu May 19 21:34:06 IDT 2016, df=java.text.SimpleDateFormat@7945516e, df1='java.text.SimpleDateFormat@7945516e'}
loggers.Event{id=-383889843, msg='Some event for user 6 - You are nothing know!', date=Thu May 19 21:34:06 IDT 2016, df=java.text.SimpleDateFormat@7945516e, df1='java.text.SimpleDateFormat@7945516e'}
loggers.Event{id=-546656780, msg='Some event for user John Snow - You are nothing know!', date=Thu May 19 21:34:06 IDT 2016, df=java.text.SimpleDateFormat@7945516e, df1='java.text.SimpleDateFormat@7945516e'}
loggers.Event{id=-1657371267, msg='Some event for user 4 - You are nothing know!', date=Thu May 19 21:34:06 IDT 2016, df=java.text.SimpleDateFormat@7945516e, df1='java.text.SimpleDateFormat@7945516e'}
loggers.Event{id=1975953099, msg='Some event for user 3 - You are nothing know!', date=Thu May 19 21:35:38 IDT 2016, df=java.text.SimpleDateFormat@7945516e, df1='java.text.SimpleDateFormat@7945516e'}
loggers.Event{id=563451733, msg='Some event for user 6 - You are nothing know!', date=Thu May 19 21:35:38 IDT 2016, df=java.text.SimpleDateFormat@7945516e, df1='java.text.SimpleDateFormat@7945516e'}
loggers.Event{id=1189959363, msg='Some event for user John Snow - You are nothing know!', date=Thu May 19 21:35:37 IDT 2016, df=java.text.SimpleDateFormat@7945516e, df1='java.text.SimpleDateFormat@7945516e'}
loggers.Event{id=945995175, msg='Some event for user 4 - You are nothing know!', date=Thu May 19 21:35:38 IDT 2016, df=java.text.SimpleDateFormat@7945516e, df1='java.text.SimpleDateFormat@7945516e'}
loggers.Event{id=116412988, msg='Some event for user 3 - You are nothing know!', date=Thu May 19 21:36:19 IDT 2016, df=java.text.SimpleDateFormat@7945516e, df1='java.text.SimpleDateFormat@7945516e'}
loggers.Event{id=-241885383, msg='Some event for user 6 - You are nothing know!', date=Thu May 19 21:36:19 IDT 2016, df=java.text.SimpleDateFormat@7945516e, df1='java.text.SimpleDateFormat@7945516e'}
loggers.Event{id=1528891702, msg='Some event for user John Snow - You are nothing know!', date=Thu May 19 21:36:19 IDT 2016, df=java.text.SimpleDateFormat@7945516e, df1='java.text.SimpleDateFormat@7945516e'}
loggers.Event{id=1464129272, msg='Some event for user 4 - You are nothing know!', date=Thu May 19 21:36:19 IDT 2016, df=java.text.SimpleDateFormat@7945516e, df1='java.text.SimpleDateFormat@7945516e'}
loggers.Event{id=612799732, msg='Some event for user 3 - You are nothing know!', date=Fri May 20 13:56:52 IDT 2016, df=java.text.SimpleDateFormat@7945516e, df1='java.text.SimpleDateFormat@7945516e'}
loggers.Event{id=-628722206, msg='Some event for user 6 - You are nothing know!', date=Fri May 20 13:56:53 IDT 2016, df=java.text.SimpleDateFormat@7945516e, df1='java.text.SimpleDateFormat@7945516e'}
loggers.Event{id=1947372143, msg='Some event for user John Snow - You are nothing know!', date=Fri May 20 13:56:52 IDT 2016, df=java.text.SimpleDateFormat@7945516e, df1='java.text.SimpleDateFormat@7945516e'}
loggers.Event{id=-1154125600, msg='Some event for user 4 - You are nothing know!', date=Fri May 20 13:56:53 IDT 2016, df=java.text.SimpleDateFormat@7945516e, df1='java.text.SimpleDateFormat@7945516e'}
loggers.Event{id=-542723045, msg='Some event for user 3 - You are nothing know!', date=Fri May 20 15:17:51 IDT 2016, df=java.text.SimpleDateFormat@7945516e, df1='java.text.SimpleDateFormat@7945516e'}
loggers.Event{id=300701138, msg='Some event for user 6 - You are nothing know!', date=Fri May 20 15:17:51 IDT 2016, df=java.text.SimpleDateFormat@7945516e, df1='java.text.SimpleDateFormat@7945516e'}
loggers.Event{id=-1367278350, msg='Some event for user John Snow - You are nothing know!', date=Fri May 20 15:17:50 IDT 2016, df=java.text.SimpleDateFormat@7945516e, df1='java.text.SimpleDateFormat@7945516e'}
loggers.Event{id=-597371410, msg='Some event for user 4 - You are nothing know!', date=Fri May 20 15:17:51 IDT 2016, df=java.text.SimpleDateFormat@7945516e, df1='java.text.SimpleDateFormat@7945516e'}
loggers.Event{id=1339231274, msg='Some event for user 3 - You are nothing know!', date=Fri May 20 15:19:21 IDT 2016, df=java.text.SimpleDateFormat@7945516e, df1='java.text.SimpleDateFormat@7945516e'}
loggers.Event{id=1500554312, msg='Some event for user 6 - You are nothing know!', date=Fri May 20 15:19:22 IDT 2016, df=java.text.SimpleDateFormat@7945516e, df1='java.text.SimpleDateFormat@7945516e'}
loggers.Event{id=2004599193, msg='Some event for user John Snow - You are nothing know!', date=Fri May 20 15:19:21 IDT 2016, df=java.text.SimpleDateFormat@7945516e, df1='java.text.SimpleDateFormat@7945516e'}
loggers.Event{id=-634175537, msg='Some event for user 4 - You are nothing know!', date=Fri May 20 15:19:22 IDT 2016, df=java.text.SimpleDateFormat@7945516e, df1='java.text.SimpleDateFormat@7945516e'}
loggers.Event{id=-1653141438, msg='Some event for user 3 - You are nothing know!', date=Fri May 20 16:10:42 IDT 2016, df=java.text.SimpleDateFormat@7945516e, df1='java.text.SimpleDateFormat@7945516e'}
loggers.Event{id=155000123, msg='Some event for user 6 - You are nothing know!', date=Fri May 20 16:10:42 IDT 2016, df=java.text.SimpleDateFormat@7945516e, df1='java.text.SimpleDateFormat@7945516e'}
loggers.Event{id=-267339981, msg='Some event for user John Snow - You are nothing know!', date=Fri May 20 16:10:41 IDT 2016, df=java.text.SimpleDateFormat@7945516e, df1='java.text.SimpleDateFormat@7945516e'}
loggers.Event{id=-1393574952, msg='Some event for user 4 - You are nothing know!', date=Fri May 20 16:10:42 IDT 2016, df=java.text.SimpleDateFormat@7945516e, df1='java.text.SimpleDateFormat@7945516e'}
loggers.Event{id=2015422839, msg='Some event for user 3 - You are nothing know!', date=Fri May 20 16:11:23 IDT 2016, df=java.text.SimpleDateFormat@7945516e, df1='java.text.SimpleDateFormat@7945516e'}
loggers.Event{id=-988684470, msg='Some event for user 6 - You are nothing know!', date=Fri May 20 16:11:24 IDT 2016, df=java.text.SimpleDateFormat@7945516e, df1='java.text.SimpleDateFormat@7945516e'}
loggers.Event{id=239408996, msg='Some event for user John Snow - You are nothing know!', date=Fri May 20 16:11:23 IDT 2016, df=java.text.SimpleDateFormat@7945516e, df1='java.text.SimpleDateFormat@7945516e'}
loggers.Event{id=101764616, msg='Some event for user 4 - You are nothing know!', date=Fri May 20 16:11:23 IDT 2016, df=java.text.SimpleDateFormat@7945516e, df1='java.text.SimpleDateFormat@7945516e'}
loggers.Event{id=-852796149, msg='Some event for user 3 - You are nothing know!', date=Fri May 20 16:19:30 IDT 2016, df=java.text.SimpleDateFormat@7945516e, df1='java.text.SimpleDateFormat@7945516e'}
loggers.Event{id=-593607472, msg='Some event for user 6 - You are nothing know!', date=Fri May 20 16:19:31 IDT 2016, df=java.text.SimpleDateFormat@7945516e, df1='java.text.SimpleDateFormat@7945516e'}
loggers.Event{id=1666085572, msg='Some event for user John Snow - You are nothing know!', date=Fri May 20 16:19:30 IDT 2016, df=java.text.SimpleDateFormat@7945516e, df1='java.text.SimpleDateFormat@7945516e'}
loggers.Event{id=429890940, msg='Some event for user 4 - You are nothing know!', date=Fri May 20 16:19:30 IDT 2016, df=java.text.SimpleDateFormat@7945516e, df1='java.text.SimpleDateFormat@7945516e'}
loggers.Event{id=913368248, msg='Some event for user 3 - You are nothing know!', date=Fri May 20 16:20:09 IDT 2016, df=java.text.SimpleDateFormat@7945516e, df1='java.text.SimpleDateFormat@7945516e'}
loggers.Event{id=1428947828, msg='Some event for user 6 - You are nothing know!', date=Fri May 20 16:20:09 IDT 2016, df=java.text.SimpleDateFormat@7945516e, df1='java.text.SimpleDateFormat@7945516e'}
loggers.Event{id=1614661575, msg='Some event for user John Snow - You are nothing know!', date=Fri May 20 16:20:09 IDT 2016, df=java.text.SimpleDateFormat@7945516e, df1='java.text.SimpleDateFormat@7945516e'}
loggers.Event{id=960932782, msg='Some event for user 4 - You are nothing know!', date=Fri May 20 16:20:09 IDT 2016, df=java.text.SimpleDateFormat@7945516e, df1='java.text.SimpleDateFormat@7945516e'}
loggers.Event{id=-1148994306, msg='Some event for user 3 - You are nothing know!', date=Fri May 20 16:20:25 IDT 2016, df=java.text.SimpleDateFormat@7945516e, df1='java.text.SimpleDateFormat@7945516e'}
loggers.Event{id=-609560734, msg='Some event for user 6 - You are nothing know!', date=Fri May 20 16:20:25 IDT 2016, df=java.text.SimpleDateFormat@7945516e, df1='java.text.SimpleDateFormat@7945516e'}
loggers.Event{id=-128251344, msg='Some event for user John Snow - You are nothing know!', date=Fri May 20 16:20:24 IDT 2016, df=java.text.SimpleDateFormat@7945516e, df1='java.text.SimpleDateFormat@7945516e'}
loggers.Event{id=1789507015, msg='Some event for user 4 - You are nothing know!', date=Fri May 20 16:20:25 IDT 2016, df=java.text.SimpleDateFormat@7945516e, df1='java.text.SimpleDateFormat@7945516e'}
loggers.Event{id=-205517292, msg='Some event for user 3 - You are nothing know!', date=Fri May 20 16:22:25 IDT 2016, df=java.text.SimpleDateFormat@7945516e, df1='java.text.SimpleDateFormat@7945516e'}
loggers.Event{id=1671661856, msg='Some event for user 6 - You are nothing know!', date=Fri May 20 16:22:25 IDT 2016, df=java.text.SimpleDateFormat@7945516e, df1='java.text.SimpleDateFormat@7945516e'}
loggers.Event{id=-720872128, msg='Some event for user John Snow - You are nothing know!', date=Fri May 20 16:22:24 IDT 2016, df=java.text.SimpleDateFormat@7945516e, df1='java.text.SimpleDateFormat@7945516e'}
loggers.Event{id=1165215216, msg='Some event for user 4 - You are nothing know!', date=Fri May 20 16:22:25 IDT 2016, df=java.text.SimpleDateFormat@7945516e, df1='java.text.SimpleDateFormat@7945516e'}
loggers.Event{id=876479683, msg='Some event for user 3 - You are nothing know!', date=Fri May 20 16:31:53 IDT 2016, df=java.text.SimpleDateFormat@7945516e, df1='java.text.SimpleDateFormat@7945516e'}
loggers.Event{id=364958654, msg='Some event for user 6 - You are nothing know!', date=Fri May 20 16:31:53 IDT 2016, df=java.text.SimpleDateFormat@7945516e, df1='java.text.SimpleDateFormat@7945516e'}
loggers.Event{id=903187715, msg='Some event for user John Snow - You are nothing know!', date=Fri May 20 16:31:53 IDT 2016, df=java.text.SimpleDateFormat@7945516e, df1='java.text.SimpleDateFormat@7945516e'}
loggers.Event{id=-1025832745, msg='Some event for user 4 - You are nothing know!', date=Fri May 20 16:31:53 IDT 2016, df=java.text.SimpleDateFormat@7945516e, df1='java.text.SimpleDateFormat@7945516e'}
loggers.Event{id=1972654034, msg='Some event for user 3 - You are nothing know!', date=Fri May 20 16:37:06 IDT 2016, df=java.text.SimpleDateFormat@7945516e, df1='java.text.SimpleDateFormat@7945516e'}
loggers.Event{id=-1485734604, msg='Some event for user 6 - You are nothing know!', date=Fri May 20 16:37:07 IDT 2016, df=java.text.SimpleDateFormat@7945516e, df1='java.text.SimpleDateFormat@7945516e'}
loggers.Event{id=970849667, msg='Some event for user John Snow - You are nothing know!', date=Fri May 20 16:37:06 IDT 2016, df=java.text.SimpleDateFormat@7945516e, df1='java.text.SimpleDateFormat@7945516e'}
loggers.Event{id=1265688571, msg='Some event for user 4 - You are nothing know!', date=Fri May 20 16:37:07 IDT 2016, df=java.text.SimpleDateFormat@7945516e, df1='java.text.SimpleDateFormat@7945516e'}
loggers.Event{id=1555306840, msg='Some event for user 3 - You are nothing know!', date=Fri May 20 16:39:25 IDT 2016, df=java.text.SimpleDateFormat@7945516e, df1='java.text.SimpleDateFormat@7945516e'}
loggers.Event{id=-399057746, msg='Some event for user 6 - You are nothing know!', date=Fri May 20 16:39:25 IDT 2016, df=java.text.SimpleDateFormat@7945516e, df1='java.text.SimpleDateFormat@7945516e'}
loggers.Event{id=126681971, msg='Some event for user John Snow - You are nothing know!', date=Fri May 20 16:39:25 IDT 2016, df=java.text.SimpleDateFormat@7945516e, df1='java.text.SimpleDateFormat@7945516e'}
loggers.Event{id=2059855120, msg='Some event for user 4 - You are nothing know!', date=Fri May 20 16:39:25 IDT 2016, df=java.text.SimpleDateFormat@7945516e, df1='java.text.SimpleDateFormat@7945516e'}
loggers.Event{id=-1670161106, msg='Some event for user 3 - You are nothing know!', date=Fri May 20 16:40:32 IDT 2016, df=java.text.SimpleDateFormat@7945516e, df1='java.text.SimpleDateFormat@7945516e'}
loggers.Event{id=-1120538469, msg='Some event for user 6 - You are nothing know!', date=Fri May 20 16:40:32 IDT 2016, df=java.text.SimpleDateFormat@7945516e, df1='java.text.SimpleDateFormat@7945516e'}
loggers.Event{id=-519685597, msg='Some event for user John Snow - You are nothing know!', date=Fri May 20 16:40:32 IDT 2016, df=java.text.SimpleDateFormat@7945516e, df1='java.text.SimpleDateFormat@7945516e'}
loggers.Event{id=-882280303, msg='Some event for user 4 - You are nothing know!', date=Fri May 20 16:40:32 IDT 2016, df=java.text.SimpleDateFormat@7945516e, df1='java.text.SimpleDateFormat@7945516e'}
loggers.Event{id=-1139589337, msg='Some event for user 3 - You are nothing know!', date=Fri May 20 18:01:26 IDT 2016, df=java.text.SimpleDateFormat@7945516e, df1='java.text.SimpleDateFormat@7945516e'}
loggers.Event{id=-1593418634, msg='Some event for user 6 - You are nothing know!', date=Fri May 20 18:01:26 IDT 2016, df=java.text.SimpleDateFormat@7945516e, df1='java.text.SimpleDateFormat@7945516e'}
loggers.Event{id=543785978, msg='Some event for user John Snow - You are nothing know!', date=Fri May 20 18:01:26 IDT 2016, df=java.text.SimpleDateFormat@7945516e, df1='java.text.SimpleDateFormat@7945516e'}
loggers.Event{id=-838625459, msg='Some event for user 4 - You are nothing know!', date=Fri May 20 18:01:26 IDT 2016, df=java.text.SimpleDateFormat@7945516e, df1='java.text.SimpleDateFormat@7945516e'}
loggers.Event{id=1968896133, msg='Some event for user 3 - You are nothing know!', date=Fri May 20 18:13:34 IDT 2016, df=java.text.SimpleDateFormat@7945516e, df1='java.text.SimpleDateFormat@7945516e'}
loggers.Event{id=-770758153, msg='Some event for user 6 - You are nothing know!', date=Fri May 20 18:13:34 IDT 2016, df=java.text.SimpleDateFormat@7945516e, df1='java.text.SimpleDateFormat@7945516e'}
loggers.Event{id=-870128159, msg='Some event for user John Snow - You are nothing know!', date=Fri May 20 18:13:33 IDT 2016, df=java.text.SimpleDateFormat@7945516e, df1='java.text.SimpleDateFormat@7945516e'}
loggers.Event{id=1027441821, msg='Some event for user 4 - You are nothing know!', date=Fri May 20 18:13:34 IDT 2016, df=java.text.SimpleDateFormat@7945516e, df1='java.text.SimpleDateFormat@7945516e'}
